,0,1
0,10,2.252762968495368
1,1000,2.252762968495368
2,15,2.252762968495368
3,15000,2.252762968495368
4,20,2.252762968495368
5,2000,2.252762968495368
6,24,2.252762968495368
7,30,2.252762968495368
8,315,2.252762968495368
9,app,2.252762968495368
10,get,2.252762968495368
11,ie8,2.252762968495368
12,ivr,2.252762968495368
13,xx,1.8472978603872037
14,xxx,1.5596157879354227
15,一万,2.252762968495368
16,一万多,2.252762968495368
17,一下,1.0
18,一个,1.0
19,一个多,2.252762968495368
20,一些,1.5596157879354227
21,一会,2.252762968495368
22,一会儿,2.252762968495368
23,一位,1.8472978603872037
24,一再,2.252762968495368
25,一千,2.252762968495368
26,一变,2.252762968495368
27,一句,2.252762968495368
28,一声,1.8472978603872037
29,一定,1.1541506798272583
30,一封,2.252762968495368
31,一张,2.252762968495368
32,一旦,2.252762968495368
33,一期,2.252762968495368
34,一条,2.252762968495368
35,一条线,2.252762968495368
36,一样,1.0
37,一次,1.1541506798272583
38,一次性,2.252762968495368
39,一点,1.5596157879354227
40,一直,1.1541506798272583
41,一种,2.252762968495368
42,一群,2.252762968495368
43,一致,2.252762968495368
44,一起,2.252762968495368
45,一遍,1.1541506798272583
46,一部分,2.252762968495368
47,一阵,2.252762968495368
48,万一,2.252762968495368
49,万分,2.252762968495368
50,万多,2.252762968495368
51,万能,2.252762968495368
52,三字经,2.252762968495368
53,三遍,1.8472978603872037
54,上个月,2.252762968495368
55,上位,2.252762968495368
56,上升,2.252762968495368
57,上午,1.8472978603872037
58,上天,2.252762968495368
59,上岗,1.5596157879354227
60,上查,2.252762968495368
61,上次,1.336472236621213
62,上海,2.252762968495368
63,上班,1.8472978603872037
64,上级,1.8472978603872037
65,上网,2.252762968495368
66,上账,2.252762968495368
67,上边,2.252762968495368
68,上面,1.5596157879354227
69,下个月,2.252762968495368
70,下午,2.252762968495368
71,下去,1.5596157879354227
72,下官,2.252762968495368
73,下小信,2.252762968495368
74,下期,2.252762968495368
75,下来,1.8472978603872037
76,下次,1.8472978603872037
77,下班,1.8472978603872037
78,下降,2.252762968495368
79,下雨,2.252762968495368
80,不了,1.1541506798272583
81,不会,1.336472236621213
82,不停,2.252762968495368
83,不到,1.5596157879354227
84,不办,2.252762968495368
85,不去,2.252762968495368
86,不可,2.252762968495368
87,不合理,1.8472978603872037
88,不同,1.8472978603872037
89,不够,1.5596157879354227
90,不太,1.8472978603872037
91,不太好,2.252762968495368
92,不太清,2.252762968495368
93,不好,1.336472236621213
94,不好意思,1.5596157879354227
95,不差,2.252762968495368
96,不归,1.8472978603872037
97,不待会,2.252762968495368
98,不必要,2.252762968495368
99,不怎么,2.252762968495368
100,不想,1.1541506798272583
101,不早了,2.252762968495368
102,不是,1.1541506798272583
103,不是故意,2.252762968495368
104,不来,2.252762968495368
105,不来电,2.252762968495368
106,不熟,2.252762968495368
107,不爽,2.252762968495368
108,不用,1.336472236621213
109,不用说,2.252762968495368
110,不相干,2.252762968495368
111,不看,2.252762968495368
112,不算,2.252762968495368
113,不管,1.5596157879354227
114,不管是谁,2.252762968495368
115,不累,2.252762968495368
116,不耐烦,1.8472978603872037
117,不能,1.1541506798272583
118,不能不,2.252762968495368
119,不能不要,1.8472978603872037
120,不行,1.336472236621213
121,不要,1.336472236621213
122,不让,1.8472978603872037
123,不负责任,2.252762968495368
124,不起,2.252762968495368
125,不足,2.252762968495368
126,不通,2.252762968495368
127,不错,2.252762968495368
128,不问,1.8472978603872037
129,专业,1.1541506798272583
130,专业培训,2.252762968495368
131,专业性,2.252762968495368
132,专线,1.8472978603872037
133,专职,2.252762968495368
134,专职人员,2.252762968495368
135,专门,2.252762968495368
136,业务,1.0
137,业务人员,1.8472978603872037
138,业务流程,2.252762968495368
139,东扯,2.252762968495368
140,东西,1.336472236621213
141,两万,2.252762968495368
142,两万多,2.252762968495368
143,两个,2.252762968495368
144,两分钟,2.252762968495368
145,两天,2.252762968495368
146,两年,2.252762968495368
147,两张,2.252762968495368
148,两次,2.252762968495368
149,严重,1.8472978603872037
150,个人,1.0
151,个人账户,2.252762968495368
152,个数,2.252762968495368
153,中信,1.336472236621213
154,中信银行,1.336472236621213
155,中国,1.8472978603872037
156,中心,1.5596157879354227
157,中文,2.252762968495368
158,中级职称,2.252762968495368
159,临时,2.252762968495368
160,为了,1.8472978603872037
161,为什么,1.1541506798272583
162,为何,2.252762968495368
163,为准,2.252762968495368
164,为啥,1.8472978603872037
165,为您服务,2.252762968495368
166,为难,2.252762968495368
167,主动,2.252762968495368
168,主管,1.336472236621213
169,主要,1.336472236621213
170,久能,2.252762968495368
171,义务,1.8472978603872037
172,之内,2.252762968495368
173,之前,1.1541506798272583
174,之后,1.5596157879354227
175,乐意,2.252762968495368
176,九点,2.252762968495368
177,也好,2.252762968495368
178,也销,2.252762968495368
179,习惯,2.252762968495368
180,乱七八糟,1.5596157879354227
181,乱加,2.252762968495368
182,乱扣,1.8472978603872037
183,乱收费,2.252762968495368
184,乱说,2.252762968495368
185,了解,1.5596157879354227
186,争辩,1.8472978603872037
187,事儿,1.5596157879354227
188,事情,1.336472236621213
189,二十多分钟,2.252762968495368
190,云里雾里,2.252762968495368
191,五千,2.252762968495368
192,五星,2.252762968495368
193,交学费,2.252762968495368
194,交易,1.5596157879354227
195,交易平台,2.252762968495368
196,交流,1.8472978603872037
197,交通银行,2.252762968495368
198,产生,2.252762968495368
199,享受,2.252762968495368
200,亲人,2.252762968495368
201,人之常情,2.252762968495368
202,人去,2.252762968495368
203,人员,1.8472978603872037
204,人家,1.8472978603872037
205,人工,1.8472978603872037
206,人帮,2.252762968495368
207,人性化,2.252762968495368
208,人数,2.252762968495368
209,人来,2.252762968495368
210,人能,2.252762968495368
211,人行,2.252762968495368
212,人话,1.5596157879354227
213,什么,1.0
214,今天,1.5596157879354227
215,今天上午,2.252762968495368
216,今晚,2.252762968495368
217,介绍,2.252762968495368
218,从官,2.252762968495368
219,从来,1.8472978603872037
220,仔细,1.8472978603872037
221,仔细听,2.252762968495368
222,他们,1.336472236621213
223,他妈的,2.252762968495368
224,代表,2.252762968495368
225,以上,2.252762968495368
226,以为,1.336472236621213
227,以前,1.8472978603872037
228,以后,1.336472236621213
229,以来,1.5596157879354227
230,任何,1.336472236621213
231,休假,2.252762968495368
232,休息,1.5596157879354227
233,优先,2.252762968495368
234,优势,2.252762968495368
235,优秀,2.252762968495368
236,会长,2.252762968495368
237,传真,2.252762968495368
238,伴随,2.252762968495368
239,但是,1.1541506798272583
240,位置,2.252762968495368
241,低下,2.252762968495368
242,体会,2.252762968495368
243,体育老师,2.252762968495368
244,何必,2.252762968495368
245,何时,2.252762968495368
246,作废,2.252762968495368
247,作用,2.252762968495368
248,你们,1.0
249,你们好,2.252762968495368
250,你别,2.252762968495368
251,你好,2.252762968495368
252,你家,1.5596157879354227
253,你整,2.252762968495368
254,使用,1.5596157879354227
255,供应商,1.5596157879354227
256,保不住,2.252762968495368
257,保密,2.252762968495368
258,保持,2.252762968495368
259,保持良好,2.252762968495368
260,保暖,2.252762968495368
261,保证,2.252762968495368
262,保险,2.252762968495368
263,保险公司,2.252762968495368
264,信任,1.8472978603872037
265,信号,1.8472978603872037
266,信心,2.252762968495368
267,信息,1.5596157879354227
268,信用,1.8472978603872037
269,信用卡,1.1541506798272583
270,修改,1.8472978603872037
271,借款,2.252762968495368
272,借贷,1.8472978603872037
273,值班,2.252762968495368
274,偏低,2.252762968495368
275,做事,2.252762968495368
276,做到,2.252762968495368
277,做好,2.252762968495368
278,做客,1.8472978603872037
279,做法,2.252762968495368
280,停下,2.252762968495368
281,停停,2.252762968495368
282,停止,2.252762968495368
283,停用,2.252762968495368
284,储蓄,2.252762968495368
285,储蓄卡,1.5596157879354227
286,傻子,2.252762968495368
287,允许,2.252762968495368
288,先别,2.252762968495368
289,先到,2.252762968495368
290,先得,2.252762968495368
291,先生,1.5596157879354227
292,先问,2.252762968495368
293,兑换,1.8472978603872037
294,入账,2.252762968495368
295,全部,2.252762968495368
296,公众,2.252762968495368
297,公司,1.5596157879354227
298,公布,2.252762968495368
299,公平,2.252762968495368
300,公示,2.252762968495368
301,六个,2.252762968495368
302,六点,2.252762968495368
303,关于,2.252762968495368
304,关心,2.252762968495368
305,关注,2.252762968495368
306,关系,1.336472236621213
307,关联,2.252762968495368
308,其他,1.0
309,其他人,1.1541506798272583
310,其它,2.252762968495368
311,具体,1.5596157879354227
312,内容,1.5596157879354227
313,内部,2.252762968495368
314,再大,2.252762968495368
315,再大点,2.252762968495368
316,再慢,2.252762968495368
317,再来,2.252762968495368
318,再来点,2.252762968495368
319,再次,1.5596157879354227
320,再试,2.252762968495368
321,再说,1.5596157879354227
322,再重,2.252762968495368
323,写明,2.252762968495368
324,决定,1.5596157879354227
325,冷静,2.252762968495368
326,准时,2.252762968495368
327,准确,2.252762968495368
328,减免,1.5596157879354227
329,几个,2.252762968495368
330,几十,2.252762968495368
331,几号,2.252762968495368
332,几天,2.252762968495368
333,几家,2.252762968495368
334,几月份,2.252762968495368
335,几次,1.336472236621213
336,几级,2.252762968495368
337,几遍,1.5596157879354227
338,出个,2.252762968495368
339,出去,2.252762968495368
340,出来,1.336472236621213
341,出现,2.252762968495368
342,出错,2.252762968495368
343,出门,1.8472978603872037
344,出面,2.252762968495368
345,刁难,2.252762968495368
346,分享,2.252762968495368
347,分向,2.252762968495368
348,分开,1.8472978603872037
349,分期,1.336472236621213
350,分行,1.5596157879354227
351,分钟,2.252762968495368
352,刚刚,1.1541506798272583
353,刚才,1.1541506798272583
354,刚来,1.8472978603872037
355,创业,2.252762968495368
356,利息,1.5596157879354227
357,别东,2.252762968495368
358,别人,1.5596157879354227
359,别找我,2.252762968495368
360,别接,2.252762968495368
361,别搞,2.252762968495368
362,别来,2.252762968495368
363,别用,2.252762968495368
364,别的,1.1541506798272583
365,别着急,1.8472978603872037
366,别说,1.5596157879354227
367,别跟我,1.8472978603872037
368,到位,1.8472978603872037
369,到底,1.336472236621213
370,到时候,1.5596157879354227
371,制度,2.252762968495368
372,前刷够,2.252762968495368
373,前天,2.252762968495368
374,前面,2.252762968495368
375,剔除,2.252762968495368
376,剩下,2.252762968495368
377,剩余,2.252762968495368
378,副作用,2.252762968495368
379,力有,2.252762968495368
380,办不办,2.252762968495368
381,办事,2.252762968495368
382,办事效率,2.252762968495368
383,办公时间,2.252762968495368
384,办卡,1.8472978603872037
385,办完,2.252762968495368
386,办法,1.1541506798272583
387,办理,1.1541506798272583
388,办过,2.252762968495368
389,办预,2.252762968495368
390,加分,2.252762968495368
391,加急,1.5596157879354227
392,加收,2.252762968495368
393,加班,1.8472978603872037
394,加薪,2.252762968495368
395,动卡,1.8472978603872037
396,包含,2.252762968495368
397,匹配,2.252762968495368
398,区别,2.252762968495368
399,十几分钟,1.8472978603872037
400,十几天,1.8472978603872037
401,十几年,2.252762968495368
402,十分,1.8472978603872037
403,十分钟,2.252762968495368
404,十天,2.252762968495368
405,升级,1.8472978603872037
406,半个,2.252762968495368
407,半天,1.8472978603872037
408,半年,2.252762968495368
409,协会,2.252762968495368
410,协助,1.8472978603872037
411,协商,1.8472978603872037
412,单位,2.252762968495368
413,单号,2.252762968495368
414,南方人,2.252762968495368
415,卡上,2.252762968495368
416,卡住,2.252762968495368
417,卡号,2.252762968495368
418,卡片,1.5596157879354227
419,卡费,2.252762968495368
420,卡销,2.252762968495368
421,即可,2.252762968495368
422,卸载,2.252762968495368
423,厂商,2.252762968495368
424,压根,2.252762968495368
425,厕所,2.252762968495368
426,原因,1.8472978603872037
427,原来,2.252762968495368
428,去查,1.8472978603872037
429,参与,2.252762968495368
430,参加,1.8472978603872037
431,及时,1.8472978603872037
432,反对,2.252762968495368
433,反正,1.5596157879354227
434,反而,2.252762968495368
435,反问,2.252762968495368
436,反馈,1.1541506798272583
437,发了,1.8472978603872037
438,发火,2.252762968495368
439,发生,1.8472978603872037
440,发短信,1.8472978603872037
441,发给,2.252762968495368
442,发给你,2.252762968495368
443,发货,1.8472978603872037
444,发送,1.8472978603872037
445,取消,1.5596157879354227
446,取现,2.252762968495368
447,受理,2.252762968495368
448,变动,2.252762968495368
449,变化,2.252762968495368
450,变得,2.252762968495368
451,变是,2.252762968495368
452,口径,2.252762968495368
453,口气,2.252762968495368
454,只不过,2.252762968495368
455,只会,2.252762968495368
456,只是,1.5596157879354227
457,只有,2.252762968495368
458,只算,2.252762968495368
459,只能,1.8472978603872037
460,只要,2.252762968495368
461,可不可以,2.252762968495368
462,可不是,1.8472978603872037
463,可以,1.0
464,可是,1.8472978603872037
465,可用,2.252762968495368
466,可真,2.252762968495368
467,可能,1.0
468,号码,2.252762968495368
469,吃错药,2.252762968495368
470,吃饭,2.252762968495368
471,吃饭时间,2.252762968495368
472,合一,1.8472978603872037
473,合格,2.252762968495368
474,合约,2.252762968495368
475,合适,2.252762968495368
476,同一,2.252762968495368
477,同一个,2.252762968495368
478,同事,1.0
479,同意,1.5596157879354227
480,同样,2.252762968495368
481,同步操作,2.252762968495368
482,名字,1.8472978603872037
483,后以,2.252762968495368
484,后天,2.252762968495368
485,后期,1.5596157879354227
486,后来,1.8472978603872037
487,后面,1.8472978603872037
488,向上,2.252762968495368
489,否则,2.252762968495368
490,听不懂,1.1541506798272583
491,听不清,1.8472978603872037
492,听个,2.252762968495368
493,听到,1.8472978603872037
494,听听,2.252762968495368
495,听得,1.8472978603872037
496,听得懂,1.5596157879354227
497,听得见,2.252762968495368
498,听懂,1.336472236621213
499,听清,1.8472978603872037
500,听见,2.252762968495368
501,听错,1.5596157879354227
502,告知,1.336472236621213
503,告诉,1.0
504,告诉您,2.252762968495368
505,员工,1.336472236621213
506,周到,2.252762968495368
507,周嘉伟,2.252762968495368
508,呼入,2.252762968495368
509,呼气,2.252762968495368
510,咆哮,2.252762968495368
511,和颜悦色,2.252762968495368
512,咨询,1.5596157879354227
513,咱们,1.5596157879354227
514,哈哈哈哈,2.252762968495368
515,哎呀,1.8472978603872037
516,哪一条,2.252762968495368
517,哪一点,2.252762968495368
518,哪个,1.8472978603872037
519,哪位,2.252762968495368
520,哪句,2.252762968495368
521,哪天,2.252762968495368
522,哪有,2.252762968495368
523,哪点,2.252762968495368
524,哪里,1.1541506798272583
525,商家,2.252762968495368
526,商户,1.8472978603872037
527,啥意思,1.8472978603872037
528,啰嗦,2.252762968495368
529,喜好,2.252762968495368
530,喜欢,2.252762968495368
531,嘈杂,2.252762968495368
532,嘉奖,2.252762968495368
533,嘴巴,2.252762968495368
534,回事儿,2.252762968495368
535,回听,2.252762968495368
536,回复,1.336472236621213
537,回应,2.252762968495368
538,回想,2.252762968495368
539,回拨,2.252762968495368
540,回电,1.336472236621213
541,回答,1.5596157879354227
542,回过,2.252762968495368
543,因为,1.5596157879354227
544,困扰,2.252762968495368
545,固定,2.252762968495368
546,国外,2.252762968495368
547,国家,2.252762968495368
548,圆梦,2.252762968495368
549,在手,2.252762968495368
550,在线,1.8472978603872037
551,地区,2.252762968495368
552,地址,2.252762968495368
553,地方,1.336472236621213
554,坑人,2.252762968495368
555,块钱,2.252762968495368
556,坚持,2.252762968495368
